"Order_ID","Order_Date","Order_Year","Order_Quarter","Order_Month_Name","Product_ID","Product_Name","Category","Supplier_ID","Supplier_Name","Warehouse","Warehouse_City","Warehouse_Region","Warehouse_Country","Warehouse_Capacity","Warehouse_Utilization","Customer_ID","Customer_Region","Customer_Tier","Quantity_Ordered","Quantity_Shipped","Inventory_Level","Reorder_Point","Safety_Stock","Stock_Status","Demand_Forecast","Inventory_Turnover","Lead_Time_Days","Ship_Date","Delivery_Date","Promised_Delivery_Date","Late_Delivery","Transportation_Mode","Transportation_Distance_KM","Shipping_Cost","Fuel_Cost","Supplier_Unit_Cost","Selling_Price","Revenue","Profit","Order_Status","Product_Return_Rate","Customer_Satisfaction","Satisfaction_Missing","Order_Month","Delivery_Delay_Days","Fulfillment_Rate","Profit_Margin","Is_Peak_Season"
"ORD004971",2024-11-18,2024,"Q4","Nov","P0003","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C00411","North America","Key Account",18,17,78,140,74,"Low Stock",190,8.89,17,2024-11-20,2024-11-29,2024-11-23,TRUE,"Road",965.1,45.23,12.66,34.95,48.19,819.23,179.85,"Delivered",0.079,3.8,FALSE,11,6,0.944,0.22,TRUE
"ORD004972",2024-11-18,2024,"Q4","Nov","P0097","Sneakers Compact","Apparel","S013","Pinnacle Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,1.036,"C01407","Asia Pacific","Key Account",9,9,108,37,16,"In Stock",54,6.55,15,2024-11-21,2024-11-25,2024-11-24,TRUE,"Parcel",1936.9,43.53,8.71,17.69,22.2,199.8,-2.94,"Delivered",0.12,3.5,FALSE,11,1,1,-0.015,TRUE
"ORD004973",2024-11-18,2024,"Q4","Nov","P0113","Denim Jacket Plus","Apparel","S007","Titan Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,1.036,"C00147","Asia Pacific","Key Account",16,15,13,10,4,"In Stock",17,2.84,12,2024-11-21,2024-11-23,2024-11-23,FALSE,"Air",1654.3,100.74,35.26,6.27,8.99,134.85,-59.94,"Delivered",0.246,4,FALSE,11,0,0.938,-0.444,TRUE
"ORD004974",2024-11-18,2024,"Q4","Nov","P0100","Filing Cabinet Prime","Furniture","S039","Atlas Trading Ltd.","WH-CHI","Chicago","North America","USA",5400,0.912,"C01006","North America","Key Account",5,3,8,9,6,"Low Stock",5,2.12,19,2024-11-21,2024-11-23,2024-11-24,FALSE,"Road",933,45.69,12.79,131.11,167.63,502.89,63.87,"Delivered",0.049,2.5,FALSE,11,-1,0.6,0.127,TRUE
"ORD004975",2024-11-18,2024,"Q4","Nov","P0136","Tablet Prime","Electronics","S027","Global Supply Co.","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C01646","Europe","Key Account",12,12,83,32,16,"In Stock",43,10.22,13,2024-11-19,2024-11-21,2024-11-22,FALSE,"Parcel",636.6,53.55,10.71,10.23,11.61,139.32,-36.99,"Returned",0.093,4.7,FALSE,11,-1,1,-0.266,TRUE
"ORD004976",2024-11-19,2024,"Q4","Nov","P0125","Power Bank Compact","Electronics","S026","Summit Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.912,"C00680","North America","Key Account",6,6,70,16,8,"Overstocked",15,4.51,18,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",915.6,43.22,12.1,9.69,11.9,71.4,-29.96,"Delivered",0.092,4.4,FALSE,11,0,1,-0.42,TRUE
"ORD004977",2024-11-19,2024,"Q4","Nov","P0003","Plush Toy Max","Toys & Games","S025","Everest Sourcing","WH-CHI","Chicago","North America","USA",5400,0.912,"C01812","North America","Key Account",13,12,346,106,55,"Overstocked",22,8.89,8,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",973.1,45.09,12.63,32.03,43.84,526.08,96.63,"Delivered",0.079,4.8,FALSE,11,-1,0.923,0.184,TRUE
"ORD004978",2024-11-19,2024,"Q4","Nov","P0114","Desk Lamp Max","Office Supplies","S037","Pinnacle Trading Ltd.","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.711,"C00544","Asia Pacific","Standard",23,21,33,17,10,"In Stock",19,2.56,9,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",1442.5,59.53,16.67,13.78,16.59,348.39,-0.52,"Delivered",0.047,3.7,FALSE,11,0,0.913,-0.001,TRUE
"ORD004979",2024-11-19,2024,"Q4","Nov","P0063","Printer Paper Case Max","Office Supplies","S032","Atlas Supply Co.","WH-DAL","Dallas","North America","USA",7600,1.037,"C00691","North America","Standard",27,24,974,338,148,"In Stock",271,6.52,16,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",864.3,42.37,11.86,40.38,52.19,1252.56,241.07,"Delivered",0.017,5,FALSE,11,0,0.889,0.192,TRUE
"ORD004980",2024-11-19,2024,"Q4","Nov","P0126","Cookware Set Plus","Home & Kitchen","S006","Nova Supply Co.","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C00135","Europe","Key Account",24,23,71,40,18,"In Stock",53,5.66,12,2024-11-21,2024-11-24,2024-11-24,FALSE,"Road",597.9,36.96,10.35,72.85,91.4,2102.2,389.69,"Delivered",0.063,4.8,FALSE,11,0,0.958,0.185,TRUE
"ORD004981",2024-11-19,2024,"Q4","Nov","P0058","Notebook Pack Compact","Office Supplies","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",62,59,169,105,70,"In Stock",114,2.95,10,2024-11-21,2024-11-24,2024-11-24,FALSE,"Road",901.7,45.59,12.77,20.06,24.1,1421.9,192.77,"Delivered",0.031,3.6,FALSE,11,0,0.952,0.136,TRUE
"ORD004982",2024-11-19,2024,"Q4","Nov","P0143","Sofa Classic","Furniture","S017","Vertex Industries","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C01442","Europe","Key Account",7,7,3,8,5,"Low Stock",7,4.11,12,2024-11-20,2024-11-22,2024-11-23,FALSE,"Road",617.9,39.84,11.16,215.51,290.21,2031.47,483.06,"Delivered",0.083,3.9,FALSE,11,-1,1,0.238,TRUE
"ORD004983",2024-11-19,2024,"Q4","Nov","P0089","USB-C Hub Pro","Electronics","S023","Pioneer Supply Co.","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C01754","Europe","Key Account",5,5,1,5,3,"Low Stock",3,1.32,12,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",540.2,31.83,8.91,22.99,28.25,141.25,-5.53,"Delivered",0.077,3.7,FALSE,11,0,1,-0.039,TRUE
"ORD004984",2024-11-19,2024,"Q4","Nov","P0003","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-CHI","Chicago","North America","USA",5400,0.912,"C02303","North America","Key Account",12,12,346,106,55,"Overstocked",22,8.89,10,2024-11-21,2024-11-24,2024-11-24,FALSE,"Road",891.3,42.64,11.94,35.5,49.11,589.32,120.68,"Delivered",0.079,3.4,FALSE,11,0,1,0.205,TRUE
"ORD004985",2024-11-19,2024,"Q4","Nov","P0146","Sneakers Classic","Apparel","S012","Everest Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C00235","Latin America","Key Account",18,18,0,8,4,"Stock-Out",28,12.78,5,2024-11-22,2024-11-26,2024-11-25,TRUE,"Road",1101.4,48.58,13.6,23.49,34.47,620.46,149.06,"Delivered",0.13,3,FALSE,11,1,1,0.24,TRUE
"ORD004986",2024-11-19,2024,"Q4","Nov","P0016","Yoga Pants Plus","Apparel","S012","Everest Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C01114","Latin America","Key Account",9,9,33,20,16,"In Stock",8,5.67,12,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",1172,50.43,14.12,14.14,21.04,189.36,11.67,"Delivered",0.117,5,FALSE,11,0,1,0.062,TRUE
"ORD004987",2024-11-19,2024,"Q4","Nov","P0109","Tablet Pro","Electronics","S023","Pioneer Supply Co.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01060","North America","Key Account",12,12,12,12,6,"Low Stock",11,1.81,14,2024-11-21,2024-11-23,2024-11-24,FALSE,"Road",899.7,43.49,12.18,21.44,26.05,312.6,11.83,"Delivered",0.103,4.9,FALSE,11,-1,1,0.038,TRUE
"ORD004988",2024-11-19,2024,"Q4","Nov","P0126","Cookware Set Plus","Home & Kitchen","S006","Nova Supply Co.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",28,26,209,133,49,"In Stock",205,5.66,11,2024-11-21,2024-11-23,2024-11-24,FALSE,"Road",876.4,45.84,12.84,78.15,93.55,2432.3,354.56,"Delivered",0.063,3.8,FALSE,11,-1,0.929,0.146,TRUE
"ORD004989",2024-11-19,2024,"Q4","Nov","P0113","Denim Jacket Plus","Apparel","S007","Titan Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C00043","North America","Key Account",17,16,139,30,13,"Overstocked",36,2.84,12,2024-11-21,2024-11-23,2024-11-24,FALSE,"Parcel",948.8,33.75,6.75,5.71,8.01,128.16,3.05,"Delivered",0.246,3.3,FALSE,11,-1,0.941,0.024,TRUE
"ORD004990",2024-11-19,2024,"Q4","Nov","P0096","Lip Balm Set Eco","Health & Beauty","S015","Delta Industries","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C01646","Europe","Key Account",17,6,15,31,20,"Low Stock",17,3.33,19,2024-11-20,2024-11-21,2024-11-23,FALSE,"Road",608.3,33.37,9.34,20.57,29.64,177.84,21.05,"Delivered",0.027,3,FALSE,11,-2,0.353,0.118,TRUE
"ORD004991",2024-11-19,2024,"Q4","Nov","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-SHA","Shanghai","Asia Pacific","China",2200,1.036,"C01124","Asia Pacific","Key Account",11,11,1,15,7,"Low Stock",14,9.11,16,2024-11-22,2024-11-26,2024-11-25,TRUE,"Road",1644.6,74.24,20.79,28.86,39.07,429.77,38.07,"Delivered",0.093,3.6,FALSE,11,1,1,0.089,TRUE
"ORD004992",2024-11-19,2024,"Q4","Nov","P0117","Dumbbell Set Lite","Sporting Goods","S009","Anchor Group","WH-CHI","Chicago","North America","USA",5400,0.912,"C01542","North America","Key Account",15,14,63,23,9,"In Stock",31,1.93,15,NA,NA,2024-11-24,FALSE,"Parcel",985.2,69.82,13.96,15.06,19.79,277.06,-3.6,"Cancelled",0,4.5,FALSE,11,NA,0.933,-0.013,TRUE
"ORD004993",2024-11-19,2024,"Q4","Nov","P0012","Plush Toy Classic","Toys & Games","S025","Everest Sourcing","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C02182","Latin America","Key Account",24,24,84,33,17,"In Stock",51,12.92,5,2024-11-21,2024-11-26,2024-11-24,TRUE,"Road",1292.5,55.57,15.56,27.25,33.32,799.68,90.11,"Delivered",0.066,2.6,FALSE,11,2,1,0.113,TRUE
"ORD004994",2024-11-19,2024,"Q4","Nov","P0106","Lip Balm Set Deluxe","Health & Beauty","S021","Everest Sourcing","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",48,47,51,42,17,"In Stock",80,3.36,11,2024-11-20,2024-11-21,2024-11-23,FALSE,"Parcel",943.9,44.72,8.94,30.86,43.63,2050.61,555.47,"Delivered",0.023,3.1,FALSE,11,-2,0.979,0.271,TRUE
"ORD004995",2024-11-19,2024,"Q4","Nov","P0126","Cookware Set Plus","Home & Kitchen","S008","Anchor Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C00267","Europe","Key Account",24,24,71,40,18,"In Stock",53,5.66,15,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",599.7,37.19,10.41,97.28,127.22,3053.28,681.37,"Delivered",0.063,3.3,FALSE,11,-1,1,0.223,TRUE
"ORD004996",2024-11-19,2024,"Q4","Nov","P0005","Smart Watch Max","Electronics","S002","Prime Manufacturing","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C00999","Europe","Key Account",10,10,1,4,2,"Low Stock",9,4.06,6,2024-11-20,2024-11-21,2024-11-23,FALSE,"Road",571.8,33.4,9.35,34.52,37.98,379.8,1.2,"Returned",0.212,4.4,FALSE,11,-2,1,0.003,TRUE
"ORD004997",2024-11-19,2024,"Q4","Nov","P0032","Standing Desk Eco","Furniture","S028","Prime Group","WH-CHI","Chicago","North America","USA",5400,0.912,"C00680","North America","Key Account",6,6,0,8,4,"Stock-Out",6,2.56,18,2024-11-20,2024-11-23,2024-11-23,FALSE,"Road",1042.6,51.68,14.47,161.77,220.02,1320.12,297.82,"Delivered",0.056,3.9,FALSE,11,0,1,0.226,TRUE
"ORD004998",2024-11-19,2024,"Q4","Nov","P0116","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",6,6,44,16,13,"In Stock",4,1.01,15,2024-11-20,2024-11-23,2024-11-23,FALSE,"Road",885.4,42.01,11.76,10.56,15.66,93.96,-11.41,"Delivered",0.032,4.7,FALSE,11,0,1,-0.121,TRUE
"ORD004999",2024-11-19,2024,"Q4","Nov","P0003","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C00235","Latin America","Key Account",21,21,21,72,34,"Low Stock",111,8.89,17,2024-11-20,2024-11-22,2024-11-23,FALSE,"Road",1103.2,49.67,13.91,34.06,43.71,917.91,152.98,"Delivered",0.079,3.8,FALSE,11,-1,1,0.167,TRUE
"ORD005000",2024-11-19,2024,"Q4","Nov","P0124","Coffee Maker Essential","Home & Kitchen","S020","Pinnacle Manufacturing","WH-DAL","Dallas","North America","USA",7600,1.037,"C00271","North America","Standard",9,9,17,8,4,"In Stock",11,1.14,14,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",903.3,43.68,12.23,115.84,147.84,1330.56,244.32,"Delivered",0,4.4,FALSE,11,0,1,0.184,TRUE
"ORD005001",2024-11-19,2024,"Q4","Nov","P0059","Tablet Max","Electronics","S024","Global Logistics Partners","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C00302","Europe","Key Account",8,7,19,14,8,"In Stock",26,4.64,7,2024-11-20,2024-11-22,2024-11-23,FALSE,"Parcel",692.5,39.39,7.88,31.06,37.02,259.14,2.33,"Delivered",0.087,4.5,FALSE,11,-1,0.875,0.009,TRUE
"ORD005002",2024-11-19,2024,"Q4","Nov","P0086","4K Webcam Eco","Electronics","S019","Summit Manufacturing","WH-SHA","Shanghai","Asia Pacific","China",2200,1.036,"C00020","Asia Pacific","Key Account",15,15,37,15,7,"In Stock",21,3.35,10,2024-11-20,2024-11-24,2024-11-22,TRUE,"Air",1945.4,130.78,45.77,14.34,16.44,246.6,-99.28,"Returned",0.091,2.7,FALSE,11,2,1,-0.403,TRUE
"ORD005003",2024-11-19,2024,"Q4","Nov","P0113","Denim Jacket Plus","Apparel","S007","Titan Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C01142","North America","Standard",5,5,139,30,13,"Overstocked",36,2.84,17,2024-11-22,2024-11-27,2024-11-25,TRUE,"Road",914,42.57,11.92,6.02,7.77,38.85,-33.82,"Delivered",0.246,2.8,FALSE,11,2,1,-0.871,TRUE
"ORD005004",2024-11-19,2024,"Q4","Nov","P0012","Plush Toy Classic","Toys & Games","S025","Everest Sourcing","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C02182","Latin America","Key Account",14,14,84,33,17,"In Stock",51,12.92,12,2024-11-22,2024-11-26,2024-11-25,TRUE,"Road",1102.3,49.12,13.75,27,36.56,511.84,84.72,"Delivered",0.066,2.3,FALSE,11,1,1,0.166,TRUE
"ORD005005",2024-11-19,2024,"Q4","Nov","P0102","Lip Balm Set Eco","Health & Beauty","S021","Everest Sourcing","WH-CHI","Chicago","North America","USA",5400,0.912,"C01006","North America","Key Account",15,14,74,50,30,"In Stock",49,3.4,11,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",896.9,42.19,11.81,30.93,46.1,645.4,170.19,"Delivered",0.049,4.5,FALSE,11,0,0.933,0.264,TRUE
"ORD005006",2024-11-19,2024,"Q4","Nov","P0073","Plush Toy Compact","Toys & Games","S040","Meridian Industries","WH-CHI","Chicago","North America","USA",5400,0.912,"C01542","North America","Key Account",11,11,7,6,5,"In Stock",16,3.39,3,2024-11-20,2024-11-23,2024-11-23,FALSE,"Road",951.8,44.38,12.43,6.95,10.5,115.5,-5.33,"Delivered",0.051,3.9,FALSE,11,0,1,-0.046,TRUE
"ORD005007",2024-11-19,2024,"Q4","Nov","P0021","Hiking Backpack Lite","Sporting Goods","S009","Anchor Group","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C01770","Europe","Key Account",16,16,34,12,3,"In Stock",13,1.78,16,2024-11-21,2024-11-25,2024-11-24,TRUE,"Road",587,34.85,9.76,27.17,34.67,554.72,85.15,"Delivered",0.1,3.5,FALSE,11,1,1,0.154,TRUE
"ORD005008",2024-11-19,2024,"Q4","Nov","P0043","Face Moisturizer Max","Health & Beauty","S015","Delta Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",29,28,251,91,40,"In Stock",104,5.42,24,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",918,43.1,12.07,26.72,40.41,1131.48,340.22,"Delivered",0.057,4,FALSE,11,0,0.966,0.301,TRUE
"ORD005009",2024-11-19,2024,"Q4","Nov","P0136","Tablet Prime","Electronics","S002","Prime Manufacturing","WH-CHI","Chicago","North America","USA",5400,0.912,"C01321","North America","Key Account",9,9,90,33,21,"In Stock",25,10.22,7,2024-11-22,2024-11-25,2024-11-25,FALSE,"Road",1014.1,46.55,13.03,9.96,11.8,106.2,-29.99,"Delivered",0.093,3.7,FALSE,11,0,1,-0.282,TRUE
"ORD005010",2024-11-19,2024,"Q4","Nov","P0016","Yoga Pants Plus","Apparel","S012","Everest Group","WH-CHI","Chicago","North America","USA",5400,0.912,"C01006","North America","Key Account",9,3,84,35,19,"In Stock",51,5.67,4,2024-11-21,2024-11-23,2024-11-24,FALSE,"Road",915,42.54,11.91,14.4,19.98,59.94,-25.8,"Delivered",0.117,2.9,FALSE,11,-1,0.333,-0.43,TRUE
"ORD005011",2024-11-19,2024,"Q4","Nov","P0024","Play Kitchen Classic","Toys & Games","S003","Atlas Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C01542","North America","Key Account",19,19,25,15,8,"In Stock",19,2.41,12,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",835.5,41.49,11.62,6.68,8.75,166.25,-2.16,"Delivered",0.114,4.4,FALSE,11,-1,1,-0.013,TRUE
"ORD005012",2024-11-20,2024,"Q4","Nov","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-CHI","Chicago","North America","USA",5400,0.912,"C00122","North America","Key Account",18,17,57,21,15,"In Stock",35,12.92,2,2024-11-21,2024-11-24,2024-11-24,FALSE,"Road",890.8,43,12.04,24.62,33.4,567.8,106.26,"Returned",0.066,3.8,FALSE,11,0,0.944,0.187,TRUE
"ORD005013",2024-11-20,2024,"Q4","Nov","P0028","Tablet Classic","Electronics","S035","Meridian Sourcing","WH-DAL","Dallas","North America","USA",7600,1.037,"C01542","North America","Key Account",8,8,6,3,2,"In Stock",8,3.49,3,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",915.8,43.47,12.17,33.56,40.58,324.64,12.69,"Delivered",0.179,3.8,FALSE,11,-1,1,0.039,TRUE
"ORD005014",2024-11-20,2024,"Q4","Nov","P0074","Denim Jacket Classic","Apparel","S012","Everest Group","WH-CHI","Chicago","North America","USA",5400,0.912,"C00716","Europe","Key Account",15,15,39,37,20,"In Stock",57,9.72,6,2024-11-21,2024-12-07,2024-12-09,FALSE,"Sea",7497,142.6,31.37,9.83,13.64,204.6,-85.45,"Delivered",0.118,4.2,FALSE,11,-2,1,-0.418,TRUE
"ORD005015",2024-11-20,2024,"Q4","Nov","P0123","USB-C Hub Pro","Electronics","S019","Summit Manufacturing","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C02228","Europe","Key Account",6,6,6,7,5,"Low Stock",9,4.75,9,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",590.8,33.47,9.37,6.8,8.02,48.12,-26.15,"Delivered",0.109,3.7,FALSE,11,-1,1,-0.543,TRUE
"ORD005016",2024-11-20,2024,"Q4","Nov","P0093","Coffee Maker Lite","Home & Kitchen","S008","Anchor Group","WH-SIN","Singapore","Asia Pacific","Singapore",1500,0.711,"C00762","Asia Pacific","Standard",4,4,203,81,33,"In Stock",121,8.61,19,2024-11-22,2024-11-24,2024-11-25,FALSE,"Parcel",1380.9,45.51,9.1,149.94,178.4,713.6,68.33,"Delivered",0.056,4.7,FALSE,11,-1,1,0.096,TRUE
"ORD005017",2024-11-20,2024,"Q4","Nov","P0140","Tablet Max","Electronics","S028","Prime Group","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C00955","Europe","Key Account",6,6,8,6,4,"In Stock",5,2.23,12,2024-11-23,2024-11-25,2024-11-26,FALSE,"Road",623.2,34.45,9.65,31.89,38.45,230.7,4.91,"Delivered",0.148,5,FALSE,11,-1,1,0.021,TRUE
"ORD005018",2024-11-20,2024,"Q4","Nov","P0107","Cookware Set Eco","Home & Kitchen","S008","Anchor Group","WH-DXB","Dubai","Middle East & Africa","UAE",900,0.646,"C01938","Middle East & Africa","Key Account",8,8,23,39,36,"Low Stock",8,6.14,12,2024-11-21,2024-11-23,2024-11-23,FALSE,"Air",1474.1,113.28,39.65,84.57,104.59,836.72,46.88,"Delivered",0.076,4.5,FALSE,11,0,1,0.056,TRUE
"ORD005019",2024-11-20,2024,"Q4","Nov","P0126","Cookware Set Plus","Home & Kitchen","S006","Nova Supply Co.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01542","North America","Key Account",19,19,209,133,49,"In Stock",205,5.66,12,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",935,46.37,12.98,75.22,97.32,1849.08,373.53,"Delivered",0.063,4.7,FALSE,11,-1,1,0.202,TRUE
"ORD005020",2024-11-20,2024,"Q4","Nov","P0147","Running Shorts Classic","Apparel","S011","Sterling Logistics Partners","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C01104","Europe","Key Account",10,10,32,15,8,"In Stock",25,3.05,10,2024-11-22,2024-11-24,2024-11-25,FALSE,"Road",560.5,32.11,8.99,19.55,30.44,304.4,76.79,"Delivered",0.047,4.9,FALSE,11,-1,1,0.252,TRUE
"ORD005021",2024-11-20,2024,"Q4","Nov","P0114","Desk Lamp Max","Office Supplies","S032","Atlas Supply Co.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",69,67,254,90,44,"In Stock",68,2.56,20,2024-11-23,2024-11-26,2024-11-26,FALSE,"Road",890.9,45.75,12.81,13.86,16.5,1105.5,131.13,"Delivered",0.047,4.6,FALSE,11,0,0.971,0.119,TRUE
"ORD005022",2024-11-20,2024,"Q4","Nov","P0007","Yoga Mat Lite","Sporting Goods","S034","Summit Group","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C00267","Europe","Key Account",15,15,14,5,4,"In Stock",15,7.03,2,2024-11-23,2024-11-24,2024-11-26,FALSE,"Parcel",617.7,67.67,13.53,16.66,20.52,307.8,-9.77,"Delivered",0.063,4,FALSE,11,-2,1,-0.032,TRUE
"ORD005023",2024-11-20,2024,"Q4","Nov","P0123","USB-C Hub Pro","Electronics","S019","Summit Manufacturing","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C01264","Latin America","Standard",5,5,10,4,3,"In Stock",5,4.75,8,2024-11-21,2024-11-23,2024-11-24,FALSE,"Parcel",1162.2,40.43,8.09,7.31,9.19,45.95,-31.03,"Delivered",0.109,3.6,FALSE,11,-1,1,-0.675,TRUE
"ORD005024",2024-11-20,2024,"Q4","Nov","P0003","Plush Toy Max","Toys & Games","S003","Atlas Industries","WH-RTM","Rotterdam","Europe","Netherlands",3350,0.896,"C01646","Europe","Key Account",25,24,161,79,32,"In Stock",71,8.89,18,2024-11-21,2024-11-29,2024-11-24,TRUE,"Road",611.3,35.14,9.84,35.98,49.64,1191.36,292.7,"Delivered",0.079,3.7,FALSE,11,5,0.96,0.246,TRUE
"ORD005025",2024-11-20,2024,"Q4","Nov","P0131","Power Bank Pro","Electronics","S024","Global Logistics Partners","WH-DAL","Dallas","North America","USA",7600,1.037,"C01542","North America","Key Account",5,5,26,9,6,"In Stock",13,5.94,10,2024-11-23,2024-11-25,2024-11-26,FALSE,"Road",975.7,44.9,12.57,29.99,34.49,172.45,-22.4,"Delivered",0.126,3.5,FALSE,11,-1,1,-0.13,TRUE
"ORD005026",2024-11-20,2024,"Q4","Nov","P0112","Running Shorts Eco","Apparel","S013","Pinnacle Industries","WH-CHI","Chicago","North America","USA",5400,0.912,"C01006","North America","Key Account",38,36,81,33,14,"In Stock",26,2.69,15,2024-11-21,2024-11-23,2024-11-24,FALSE,"Road",914.6,43.52,12.19,30.46,43.65,1571.4,431.32,"Delivered",0.184,3.2,FALSE,11,-1,0.947,0.274,TRUE
"ORD005027",2024-11-20,2024,"Q4","Nov","P0023","Filing Cabinet Lite","Furniture","S037","Pinnacle Trading Ltd.","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",4,4,53,28,13,"In Stock",31,9.11,14,2024-11-23,2024-11-25,2024-11-26,FALSE,"Road",985.1,48.15,13.48,28.99,39.5,158,-6.11,"Returned",0.093,2.8,FALSE,11,-1,1,-0.039,TRUE
"ORD005028",2024-11-20,2024,"Q4","Nov","P0001","Camping Tent Eco","Sporting Goods","S034","Summit Group","WH-MEX","Mexico City","Latin America","Mexico",2600,0.753,"C00156","Latin America","Key Account",18,18,10,3,2,"Overstocked",18,15.28,2,2024-11-22,2024-11-30,2024-11-25,TRUE,"Parcel",1167.9,86,17.2,16.84,22.79,410.22,21.1,"Delivered",0.096,3.8,FALSE,11,5,1,0.051,TRUE
"ORD005029",2024-11-20,2024,"Q4","Nov","P0029","Bluetooth Speaker Eco","Electronics","S038","Prime Logistics Partners","WH-FRA","Frankfurt","Europe","Germany",2250,0.934,"C01933","Europe","Standard",2,2,5,4,3,"In Stock",3,1.55,10,2024-11-21,2024-11-22,2024-11-24,FALSE,"Parcel",640.5,23.61,4.72,5.09,6.32,12.64,-21.15,"Delivered",0.069,3.2,FALSE,11,-2,1,-1.673,TRUE
"ORD005030",2024-11-21,2024,"Q4","Nov","P0012","Plush Toy Classic","Toys & Games","S040","Meridian Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C00513","North America","Key Account",17,17,83,30,21,"In Stock",109,12.92,5,2024-11-24,2024-12-02,2024-11-27,TRUE,"Road",848.5,41.73,11.68,22.82,31.34,532.78,103.11,"Returned",0.066,2.3,FALSE,11,5,1,0.194,TRUE
"ORD005031",2024-11-21,2024,"Q4","Nov","P0016","Yoga Pants Plus","Apparel","S007","Titan Industries","WH-SHA","Shanghai","Asia Pacific","China",2200,1.036,"C00147","Asia Pacific","Key Account",24,24,61,25,15,"In Stock",26,5.67,13,2024-11-23,2024-11-25,2024-11-25,FALSE,"Air",1637,104.98,36.74,12.07,15.93,382.32,-12.34,"Delivered",0.117,4.3,FALSE,11,0,1,-0.032,TRUE
"ORD005032",2024-11-21,2024,"Q4","Nov","P0101","Building Block Set Compact","Toys & Games","S003","Atlas Industries","WH-DAL","Dallas","North America","USA",7600,1.037,"C01006","North America","Key Account",14,14,43,19,8,"In Stock",20,1.63,15,2024-11-24,2024-11-28,2024-11-27,TRUE,"Road",967.4,45.07,12.62,33.58,42.25,591.5,76.31,"Delivered",0.083,2.3,FALSE,11,1,1,0.129,TRUE
